Accuracy,Precision,Recall,F1-Score
0.512525,0.05238899984636657,0.5069375619425174,0.09496402877697842
0.50705,0.052216150576806314,0.5113974231912785,0.09475713892204572
0.94955,0.0,0.0,0.0
0.760475,0.05232626968154375,0.21902874132804756,0.084472049689441
